Name/ID,Vertical,Industry,Total BRR Currency,Total BRR,Service Name,Number of Services,Bandwidth,Product,State A,State Z,Service Status,Term,Total MRR,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness
29382,Federal Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
29450,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,2.219679,20,2234070.74,7192990.26,Y
29455,Engineering,Professional Services,USD,918,190024,1,30Mb,DIA,,,Active,36,917.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29479,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.026316,1,99876.1,102504.42,Y
29582,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.725974,195,7753539.63,21135946.66,Y
29707,Internet Content & Software,Media & Content,USD,1695,221991,1,100Mb,DIA,CA,,Active,12,1694.78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29787,Telecommunications Equipment Provider,Other Enterprise,USD,622,272738,1,100Mb,DIA,,,Active,48,694.81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29831,K-12 Education,Research & Education,USD,1083,222114,1,100Mb,DIA,TX,,Pending Disconnect,36,1082.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29832,Systems Integrators,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,14,1839822.96,1839822.96,Y
29842,Cloud Service Provider,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,197123.89,197123.89,Y
29856,Regional Carrier/ISP,Telecommunications,USD,2039,213423,1,1000Mb,Optical Ethernet E-Line,IN,IN,Active,72,2039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29857,VOIP/VSP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.236658,150,31276990.39,23875031.72,Y
29865,Transportation,Other Enterprise,USD,1951,285442,5,DS0,Interconnect,IL,IL,Active,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30010,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,5974595.1,N
30081,Cable & Satellite,CATV/Satellite,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,15,$ -,1235859.02,Y
30107,Consulting / Other Professional Services,Professional Services,USD,638,255658,2,100Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30128,Commercial Systems Integrator,Professional Services,USD,541,283627,2,N/A,Colocation,CO,,Active,36,375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30204,Consulting / Other Professional Services,Professional Services,USD,49,255254,2,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30228,Cloud Service Provider,Data Center & Cloud Services,USD,765,226682,2,50Mb,DIA,NY,,Disconnected,24,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30239,Healthcare,Healthcare,USD,695,173060,1,N/A,Dark Fiber,WA,,Active,60,695.46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30255,Consulting / Other Professional Services,Professional Services,USD,1025,282972,5,N/A,Colocation,VA,,Active,24,850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30320,Consulting / Other Professional Services,Professional Services,USD,305,255677,2,100Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30326,Colo/Hosting,Data Center & Cloud Services,USD,1033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30417,Finance,Finance,USD,534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30422,,,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.949996,375,32722565.57,96531448.85,N
30451,Retail,Other Enterprise,USD,1561,230270,1,100Mb,DIA,CA,,Active,24,1560.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30496,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,183982.3,183982.3,Y
30551,Consulting / Other Professional Services,Professional Services,USD,966,199235,2,,Colocation,TN,,Active,12,863.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30567,Legal,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.345058,3662,450099546.6,1055509542,N
30580,Consulting / Other Professional Services,Professional Services,USD,3394,279305,7,1G,DIA,,,Active,36,1500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30589,Internet Content & Software,Media & Content,USD,395,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30592,Real Estate / Construction,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
30601,Internet Content & Software,Media & Content,USD,1366,283702,2,N/A,Colocation,CO,,Active,37,1025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30679,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,131415.93,Y
30692,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
30717,Cable & Satellite,CATV/Satellite,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,7,328539.82,328539.82,Y
30720,PTT,Telecommunications,USD,478,193510,1,DS1,Private Line,IL,IL,Active,12,478.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30746,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.003176,0,17000,$ -,4294340070,N
30778,Consulting / Other Professional Services,Professional Services,USD,109,254557,2,N/A,Colocation,TX,TX,Active,12,109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30786,National Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30840,Consulting / Other Professional Services,Professional Services,USD,1843,283032,2,N/A,Colocation,IL,,Active,36,1328.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30842,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,123530.97,123530.97,Y
30934,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.166667,0.488619,12,1130176.96,1682402.45,Y
31025,Media,Media & Content,USD,147,255347,2,,Colocation,TX,TX,Active,1,147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31069,Consulting / Other Professional Services,Professional Services,USD,2118,285706,5,FE (Cat5),Interconnect,IL,IL,Active,18,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31207,Telecommunications Equipment Provider,Other Enterprise,USD,2670,285818,3,Fiber Pair,Interconnect,IL,IL,Active,60,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31243,RLEC,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,12,2978218.68,2978218.68,Y
31249,Higher Education,Research & Education,USD,90,13631,2,N/A,Dark Fiber,IN,,Pending Change,60,48.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31268,Internet Content & Software,Media & Content,USD,969,234746,1,50Mb,DIA,VA,,Pending Change,12,968.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31353,Internet Content & Software,Media & Content,USD,854,267342,2,N/A,Colocation,GA,,Active,24,805,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31376,Retail,Other Enterprise,USD,595,254672,2,,Colocation,TX,TX,Active,1,595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31431,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,22,16426990.75,16426990.75,Y
31463,Federal Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,9500,$ -,$ -,N
31487,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,40,15769911.12,15769911.12,Y
31619,Healthcare,Healthcare,USD,691,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31681,Telecommunications Equipment Provider,Other Enterprise,USD,179,263684,2,,Colocation,TX,,Active,30,182.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31691,Healthcare,Healthcare,USD,119,13555,2,N/A,Dark Fiber,Unknown,Unknown,Disconnected,240,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31708,Regional Carrier/ISP,Telecommunications,USD,3466,234652,1,1G,ELine,KS,,Active,60,3466.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31729,Higher Education,Research & Education,USD,204,226306,1,1Mb,DIA,VA,,Pending Change,12,203.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31770,K-12 Education,Research & Education,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,599607.5,N
31772,Healthcare,Healthcare,USD,1121,244810,1,100Mb,DIA,CA,,Active,36,1121.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31778,Healthcare,Healthcare,USD,625,280430,1,50Mb,DIA,,,Active,36,625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31887,Systems Integrators,Government,USD,280,255529,2,10Mb,DIA,TX,TX,Active,1,31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31916,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.017857,1,73592.92,74907.08,Y
31953,Utilities,Energy & Manufacturing,USD,772,257215,2,,Colocation,TX,,Active,12,771.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31995,Telecommunications Equipment Provider,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.422066,10,1287876.07,1831445.2,Y
32092,Regional Carrier/ISP,Telecommunications,USD,1033,267410,2,1Mb,DIA,GA,,Active,24,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32108,Consulting / Other Professional Services,Professional Services,USD,399,255643,2,100Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32168,K-12 Education,Research & Education,USD,381,244101,2,N/A,Dark Fiber,OH,,Active,120,594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32189,Transportation,Other Enterprise,USD,595,242018,4,N/A,Managed Services,TX,,Active,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32209,Colo/Hosting,Data Center & Cloud Services,USD,511,224327,6,N/A,Dark Fiber,CA,,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32223,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.387768,70,10644690.01,14772363.05,Y
32269,Consulting / Other Professional Services,Professional Services,USD,99,255339,2,,Colocation,TX,TX,Active,1,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32309,Consulting / Other Professional Services,Professional Services,USD,495,242400,2,10Mb,DIA,TX,,Active,12,120,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32415,Federal Government,Government,USD,24672,246231,5,10G,ELine,MD,,Active,36,7149.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32434,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,25,591371.67,591371.67,Y
32439,Manufacturing,Energy & Manufacturing,USD,647,218139,1,10Mb,DIA,,,Active,12,647.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32452,Regional Carrier/ISP,Telecommunications,USD,884,223673,1,100Mb,DIA,GA,,Active,12,883.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32471,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.594933,2500,177017252.3,71703922.38,N
32514,Healthcare,Healthcare,USD,49,255029,2,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32618,Finance,Finance,USD,1159,213806,3,,Colocation,NV,,Active,12,1107.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32627,Colo/Hosting,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23,117.499977,1,170840.7,20244619.46,Y
32729,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,30,1839822.96,1839822.96,Y
32739,Consulting / Other Professional Services,Professional Services,USD,150,241954,2,N/A,Managed Services,TX,,Active,12,150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32863,Consulting / Other Professional Services,Professional Services,USD,505,254555,2,,Colocation,TX,TX,Active,1,505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32879,Consulting / Other Professional Services,Professional Services,USD,887,261437,1,200Mb,DIA,,,Active,36,886.97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32924,Federal Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
32934,Colo/Hosting,Data Center & Cloud Services,USD,117,255595,13,,Colocation,TX,TX,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32945,Higher Education,Research & Education,USD,50,274385,2,N/A,Colocation,TX,,Active,36,49.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32993,Finance,Finance,USD,1629,211206,3,DS1,Private Line,MT,MT,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33015,RLEC,Telecommunications,USD,500,15700,1,DS1,Private Line,MN,MN,Active,24,499.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33094,State/Local Government,Government,USD,217,248938,1,N/A,Dark Fiber,MN,,Active,60,225.14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33104,Telecommunications Equipment Provider,Other Enterprise,USD,99,254587,2,,Colocation,TX,TX,Active,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33132,Regional Carrier/ISP,Telecommunications,USD,714,236775,1,100Mb,DIA,MD,,Pending Change,36,713.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33146,Finance,Finance,USD,661,261252,6,FE (Cat5),Interconnect,TX,TX,Active,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33180,Manufacturing,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.710904,2700,428284502.8,1161038343,N
33193,Internet Content & Software,Media & Content,USD,198,255971,4,100Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33198,Cloud Service Provider,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.011236,1,116960.17,118274.33,Y
33226,Engineering,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,13,1708407.04,1708407.04,Y
33268,Consulting / Other Professional Services,Professional Services,USD,1252,283749,2,N/A,Colocation,CO,,Active,12,390,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33362,Asset Management / Hedge Fund,Finance,USD,811,257234,2,100Mb,DIA,TX,TX,Active,36,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33432,RLEC,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.047619,3,275973.44,275973.44,Y
33479,Commercial Systems Integrator,Professional Services,USD,1415,242136,3,,Colocation,TX,,Active,24,1141.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33587,State/Local Government,Government,USD,297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33588,Internet Content & Software,Media & Content,USD,49,255072,2,,Colocation,TX,TX,Active,12,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33643,State/Local Government,Government,USD,314,274170,2,N/A,Construction Services,MN,,Billed,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33682,Internet Content & Software,Media & Content,USD,1126,284605,2,10Mb,DIA,,,Active,18,382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33691,Consulting / Other Professional Services,Professional Services,USD,775,267938,1,100Mb,DIA,,,Active,36,774.82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33728,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.887689,100,18135397.79,52369383.18,N
33753,Finance,Finance,USD,1223,259155,1,1G,ELine,,,Active,36,1223.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33820,Oil & Gas,Energy & Manufacturing,USD,894,239637,1,50Mb,DIA,TX,,Active,36,935.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33825,Hospitality,Other Enterprise,USD,595,242151,2,,Colocation,TX,,Active,12,595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33971,Consulting / Other Professional Services,Professional Services,USD,123,255747,4,10Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34032,State/Local Government,Government,USD,1555,218058,2,100Mb,Optical Ethernet E-Line,MI,MI,Disconnected,60,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34056,Consulting / Other Professional Services,Professional Services,USD,709,254586,2,N/A,Colocation,TX,TX,Active,36,685,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34077,Manufacturing,Energy & Manufacturing,USD,318,211682,1,DS1,DIA,CO,,Active,24,318.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34117,Media,Media & Content,USD,155,263698,2,100Mb,DIA,TX,,Active,30,6.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
