Name/ID,Vertical,Industry,Total BRR Currency,Total BRR,Service Name,Number of Services,Bandwidth,Product,State A,State Z,Service Status,Term,Total MRR,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness
79266,K-12 Education,Research & Education,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,234,$ -,$ -,N
79312,Colo/Hosting,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
79345,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,0
79360,Retail,Other Enterprise,USD,544,189720,1,N/A,Dark Fiber,NV,,Active,20,543.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79404,Consulting / Other Professional Services,Professional Services,USD,856,255049,2,,Colocation,TX,TX,Active,1,832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79405,Finance,Finance,USD,3109,281089,3,1G,ELine,,,Active,24,1325.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79421,Regional Carrier/ISP,Telecommunications,USD,520,280438,1,100Mb,DIA,,,Active,36,520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79442,Transportation,Other Enterprise,USD,1176,282711,4,N/A,Colocation,CA,,Active,36,1071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79494,Consulting / Other Professional Services,Professional Services,USD,20,241982,2,N/A,Managed Services,TX,,Active,12,19.95,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79526,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,170840.7,170840.7,Y
79532,Real Estate / Construction,Other Enterprise,USD,1110,269875,1,1G,ELine,,,Active,36,1138.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79556,Higher Education,Research & Education,USD,106,13633,1,N/A,Dark Fiber,IN,,Active,192,106.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79711,Retail,Other Enterprise,USD,541,255998,3,100Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79755,Healthcare,Healthcare,USD,737,281763,1,20Mb,DIA,TX,,Active,36,736.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79774,Higher Education,Research & Education,USD,1329,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79871,Finance,Finance,USD,350,242293,2,DS1,DIA,,,Active,12,383.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79898,Hospitality,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,2.38283,66,11170353.71,37787405.01,Y
79906,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,4.548962,650,46126990.03,255956929,Y
79932,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,8,762212.37,762212.37,Y
79948,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.309389,65,7227875.93,16691973.88,N
79953,Reseller,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.057143,3,466625.1,486238.93,0
79981,Finance,Finance,USD,709,252870,1,50Mb,DIA,,,Active,36,708.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80067,Consulting / Other Professional Services,Professional Services,USD,131,226399,3,1Mb,DIA,CA,,Active,12,130.91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80077,Internet Content & Software,Media & Content,USD,585,253807,4,N/A,Colocation,TX,,Pending Change,12,585.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80078,Consulting / Other Professional Services,Professional Services,USD,159,254789,2,N/A,Colocation,TX,TX,Active,12,82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80147,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.157895,3,249690.26,210265.48,Y
80167,National Carrier/ISP,Telecommunications,USD,1295,212664,3,OC12,Private Line,NY,MD,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80171,Media,Media & Content,USD,552,290649,1,50Mb,DIA,CA,,Active,60,569.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80212,Healthcare,Healthcare,USD,757,283164,2,N/A,Colocation,IL,,Active,24,725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80262,Internet Content & Software,Media & Content,USD,515,241978,2,,Colocation,TX,,Active,12,515,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80278,K-12 Education,Research & Education,USD,3568,229710,1,500Mb,DIA,MI,,Active,36,3568.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80327,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,0
80388,Internet Content & Software,Media & Content,USD,1020,226704,1,20Mb,DIA,CA,,Active,12,1019.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80463,Manufacturing,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.578561,17,3022566.3,4771304.88,N
80492,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,7963100.73,Y
80548,Healthcare,Healthcare,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,65,4073893.71,4073893.71,Y
80577,Consulting / Other Professional Services,Professional Services,USD,125,242133,2,,Colocation,TX,,Active,12,44.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80581,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.818182,7.500426,22,1971238.89,16756370.31,Y
80691,Cloud Service Provider,Data Center & Cloud Services,USD,450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80763,Internet Content & Software,Media & Content,USD,700,299662,3,N/A,Colocation,CO,,Active,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80794,Consulting / Other Professional Services,Professional Services,USD,604,33371,1,30Mb,DIA,MD,,Active,36,687.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80854,Consulting / Other Professional Services,Professional Services,USD,1950,283234,2,N/A,Colocation,IL,,Active,12,1350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80868,Finance,Finance,USD,600,255784,2,100Mb,DIA,TX,TX,Active,36,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80893,Regional Carrier/ISP,Telecommunications,USD,816,226864,1,100Mb,DIA,CA,,Active,36,815.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80911,Consulting / Other Professional Services,Professional Services,USD,1054,255058,3,,Colocation,TX,TX,Active,1,954,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80926,Non-Healthcare Insurance,Other Enterprise,USD,417,243618,1,N/A,Dark Fiber,,,Active,240,1099.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80944,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
81031,Retail,Other Enterprise,USD,109,255576,2,,Colocation,TX,TX,Active,1,109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81093,Consulting / Other Professional Services,Professional Services,USD,841,282948,2,N/A,Colocation,VA,,Active,24,825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81111,Consulting / Other Professional Services,Professional Services,USD,1192,291352,1,100Mb,DIA,CA,,Active,12,1275.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81190,Consulting / Other Professional Services,Professional Services,USD,730,283796,3,N/A,Colocation,CO,,Active,18,510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81193,Retail,Other Enterprise,USD,600,242122,2,,Colocation,TX,,Pending Disconnect,12,620.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81341,Finance,Finance,USD,1443,262366,1,1G,ELine,,,Active,36,1442.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81431,Consulting / Other Professional Services,Professional Services,USD,1943,283173,3,N/A,Colocation,IL,,Active,36,1525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81469,Media,Media & Content,USD,50,259573,2,N/A,Colocation,TX,,Active,1,138.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81472,Regional Carrier/ISP,Telecommunications,USD,2232,190290,5,N/A,Dark Fiber,KS,,Active,240,1988.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81504,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2,0,25,3285398.15,3285398.15,Y
81592,Internet Content & Software,Media & Content,USD,1310,267357,3,N/A,Colocation,GA,,Active,12,880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81608,Retail,Other Enterprise,USD,455,269765,3,FE (Cat5),Interconnect,TX,TX,Pending Change,12,150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81612,Consulting / Other Professional Services,Professional Services,USD,535,237027,1,5Mb,DIA,MD,,Active,24,535.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81647,VOIP/VSP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,69650.44,69650.44,Y
81677,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.043478,3,302256.63,315398.22,Y
81711,State/Local Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
81736,Wireless,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,131415.93,131415.93,Y
81851,Legal,Professional Services,USD,50,258781,2,N/A,Colocation,TX,,Active,1,39.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81865,Regional Carrier/ISP,Telecommunications,USD,3432,211713,78,DS1,DIA,AZ,,Active,24,174.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81943,Healthcare,Healthcare,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
81987,Legal,Professional Services,USD,122,267312,1,N/A,Cloud Servers,GA,,Active,1,122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82020,K-12 Education,Research & Education,USD,2776,173338,3,1000Mb,Dedicated Ethernet,IN,IN,Active,120,1387.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82051,K-12 Education,Research & Education,USD,394,241261,1,N/A,Dark Fiber,NJ,,Active,60,3810.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82072,Healthcare,Healthcare,USD,1365,230279,1,50Mb,DIA,,,Pending Disconnect,36,1365.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82099,Colo/Hosting,Data Center & Cloud Services,USD,1399,283548,2,N/A,Colocation,CO,,Active,36,400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82117,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.256123,21,3153982.22,2346173.78,N
82226,Consulting / Other Professional Services,Professional Services,USD,317,254692,2,,Colocation,TX,TX,Active,1,317,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82258,Colo/Hosting,Data Center & Cloud Services,USD,1309,207359,3,1G,DIA,IN,,Active,36,1322.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82286,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.864566,40,6965044.08,19951827.4,Y
82293,Healthcare,Healthcare,USD,1279,254061,2,50Mb,DIA,TX,,Active,36,762.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82333,Consulting / Other Professional Services,Professional Services,USD,418,261111,2,N/A,Colocation,TX,,Active,12,702.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82402,Healthcare,Healthcare,USD,99,254688,2,,Colocation,TX,TX,Active,1,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82421,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82590,Colo/Hosting,Data Center & Cloud Services,USD,534,255054,2,,Colocation,TX,TX,Active,1,534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82668,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.034483,4,381106.19,394247.78,Y
82698,Cloud Service Provider,Data Center & Cloud Services,USD,668,231838,1,100Mb,DIA,NJ,,Active,24,667.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82701,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,8,959336.26,959336.26,Y
82704,Finance,Finance,USD,1007,223014,1,100Mb,ELine,MD,,Pending Disconnect,12,1048.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82761,Consulting / Other Professional Services,Professional Services,USD,892,248287,1,100Mb,DIA,,,Active,36,892.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82827,High Frequency Trading,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
82891,Cable & Satellite,CATV/Satellite,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.878035,11,1445575.19,4160416.64,Y
82896,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,10,1287876.07,1287876.07,Y
82923,Colo/Hosting,Data Center & Cloud Services,USD,39,267292,1,N/A,Cloud Servers,GA,,Active,1,38.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82988,Asset Management / Hedge Fund,Finance,USD,399,254880,2,,Colocation,TX,TX,Active,1,399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83116,Internet Content & Software,Media & Content,USD,1733,235469,1,1G,ELine,CA,,Pending Disconnect,36,1733.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83140,Commercial Systems Integrator,Professional Services,USD,1166,285482,3,FE (Cat5),Interconnect,IL,IL,Active,36,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83141,Consulting / Other Professional Services,Professional Services,USD,1057,14957,6,N/A,Colocation,OH,OH,Disconnected,36,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83217,Colo/Hosting,Data Center & Cloud Services,USD,55,255041,4,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83258,Retail,Other Enterprise,USD,1020,237045,1,25Mb,DIA,MD,,Active,36,1019.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83315,Telecommunications Equipment Provider,Other Enterprise,USD,425,242336,2,5Mb,DIA,TX,,Active,12,75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83381,Consulting / Other Professional Services,Professional Services,USD,751,254862,2,N/A,Colocation,TX,TX,Active,12,751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83450,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
83453,Oil & Gas,Energy & Manufacturing,USD,867,241322,1,50Mb,DIA,NY,,Active,12,866.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83549,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.3,8.035387,30,3679645.93,33247024.19,Y
83572,Consulting / Other Professional Services,Professional Services,USD,2636,254722,4,N/A,Colocation,TX,TX,Active,24,3640,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83587,Consulting / Other Professional Services,Professional Services,USD,1121,240121,1,100Mb,DIA,NY,,Active,36,1121.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83590,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.647071,50,3679645.93,6060639.68,Y
83661,Consulting / Other Professional Services,Professional Services,USD,105,255489,2,,Colocation,TX,TX,Active,1,105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83705,Manufacturing,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.044088,31000,11061541323,11549225825,N
83723,Pharmaceuticals,Healthcare,USD,1045,207187,1,20Mb,DIA,GA,,Active,24,1044.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83740,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,0
83768,Retail,Other Enterprise,USD,59,255006,2,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83824,Internet Content & Software,Media & Content,USD,1329,246668,2,30Mb,DIA,AZ,,Active,12,179,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83874,State/Local Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,390,$ -,$ -,N
84067,Research,Research & Education,USD,902,284744,4,5Mb,DIA,,,Active,24,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84074,Consulting / Other Professional Services,Professional Services,USD,1818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84111,Consulting / Other Professional Services,Professional Services,USD,816,275757,1,100Mb,DIA,,,Pending Change,36,871.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84154,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.495596,54,12250031.48,18321092.43,N
84161,Retail,Other Enterprise,USD,816,190269,1,100Mb,DIA,MO,,Active,36,815.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84188,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.086793,3300,1632930929,1774657749,N
84210,Consulting / Other Professional Services,Professional Services,USD,1199,248281,1,500Mb,ELine,,,Active,36,1199.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84257,Finance,Finance,USD,907,218174,2,20Mb,DIA,MI,,Active,12,750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84261,Real Estate / Construction,Other Enterprise,USD,1061,190009,1,200Mb,DIA,MO,,Active,36,1061.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84283,Consulting / Other Professional Services,Professional Services,USD,1213,234747,1,100Mb,DIA,MI,,Pending Change,12,1213.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84317,Colo/Hosting,Data Center & Cloud Services,USD,3321,287067,14,10Mb,DIA,IL,,Disconnected,24,20.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84333,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,640715.72,N
84352,Internet Content & Software,Media & Content,USD,408,226449,1,10Mb,DIA,CA,,Active,36,407.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84365,Colo/Hosting,Data Center & Cloud Services,USD,877,260746,2,100Mb,DIA,TX,,Active,24,298.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84427,Media,Media & Content,USD,299,269391,8,1.5Mb,DIA,TX,,Active,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84496,Legal,Professional Services,USD,6225,234831,6,100Mb,DIA,NY,,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84505,Consulting / Other Professional Services,Professional Services,USD,992,227486,1,100Mb,ELine,VA,,Active,12,991.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84540,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.025641,4,512522.11,525663.7,Y
84580,Federal Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,8,604513.26,604513.26,Y
84593,Consulting / Other Professional Services,Professional Services,USD,711,161446,2,,Colocation,TN,,Active,36,558.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84657,Consulting / Other Professional Services,Professional Services,USD,1223,274451,1,1G,DIA,,,Pending Change,12,1223.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84679,Utilities,Energy & Manufacturing,USD,756,274075,1,20Mb,DIA,,,Active,36,784.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84804,Utilities,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.162011,0.230762,716,503927509.8,620214834.4,N
84805,Legal,Professional Services,USD,399,255721,2,,Colocation,TX,TX,Active,1,399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84856,Real Estate / Construction,Other Enterprise,USD,1223,275851,1,1G,ELine,,,Active,36,1223.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84882,Consulting / Other Professional Services,Professional Services,USD,122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84892,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.49251,240,26546017.05,13471831.62,N
84895,Consulting / Other Professional Services,Professional Services,USD,1205,284734,2,10Mb,DIA,,,Active,36,450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84896,Cloud Service Provider,Data Center & Cloud Services,USD,1377,272597,3,FE (Cat5),Interconnect,GA,GA,Pending Change,12,162.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85019,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,99,$ -,$ -,N
85166,Healthcare,Healthcare,USD,1036,286932,5,FE (Cat5),Interconnect,CA,CA,Active,12,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85218,K-12 Education,Research & Education,USD,974,249607,4,100Mb,DIA,MN,,Disconnected,12,347.22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85231,VOIP/VSP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,157185.27,N
85301,Consulting / Other Professional Services,Professional Services,USD,999,246778,2,50Mb,DIA,AZ,,Active,24,250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85351,Reseller,Telecommunications,USD,153,245256,1,30Mb,DIA,WY,,Active,36,152.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85354,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.014778,0.083814,10150,5894565427,6388613088,N
85443,Legal,Professional Services,USD,534,255314,2,,Colocation,TX,TX,Active,1,534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85505,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.014925,8,880486.7,893628.3,Y
85518,Cloud Service Provider,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.812409,15,2234070.74,4049050.84,Y
85521,Commercial Systems Integrator,Professional Services,USD,58,267515,1,N/A,Cloud Servers,GA,,Active,1,57.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85525,Colo/Hosting,Data Center & Cloud Services,USD,499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85526,Internet Content & Software,Media & Content,USD,299,254651,2,N/A,Colocation,TX,TX,Pending Change,12,299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85621,Manufacturing,Energy & Manufacturing,USD,860,211680,1,DS1,DIA,CA,,Active,12,860.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85630,Colo/Hosting,Data Center & Cloud Services,USD,672,254851,5,N/A,Colocation,TX,TX,Active,12,672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85642,Real Estate / Construction,Other Enterprise,USD,1223,252858,1,200Mb,DIA,,,Pending Change,36,1223.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85773,State/Local Government,Government,USD,910,173024,2,N/A,Dark Fiber,IN,,Active,240,910.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85797,Cloud Service Provider,Data Center & Cloud Services,USD,55,254595,2,,Colocation,TX,TX,Active,1,55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85814,Utilities,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.093048,2311,2457477816,2686141527,N
85834,Wireless,Telecommunications,USD,5351,232689,8,1G,ELine,,,Disconnected,12,129.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85883,State/Local Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,620,$ -,$ -,N
85898,Consulting / Other Professional Services,Professional Services,USD,800,255681,4,20Mb,DIA,TX,TX,Active,36,50.82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
85981,Consulting / Other Professional Services,Professional Services,USD,695,283107,2,N/A,Colocation,IL,,Active,24,572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
